colony_id,site,genotype,AQY,timepoint
Apul-234,nursery,Genotype6,0.001965683154790177,timepoint0
Apul-237,nursery,Genotype15,0.003126196980959819,timepoint0
Apul-243,nursery,Genotype4,0.0029605858496758487,timepoint0
Apul-244,nursery,Genotype8,9.005722071063831e-4,timepoint0
